neighborhood,city,cityID,state,stateID,zipcode,county,neighborhoodID
Atlanta University Center,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011100
Hunter Hills,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011101
Bankhead,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011102
Bankhead,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011102
English Avenue,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011103
English Avenue,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011103
Adair Park,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011104
Mechanicsville,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011105
Mechanicsville,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011105
Capitol Gateway,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011106
Grant Park,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011107
Grant Park,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011107
Hammond Park,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011108
Capitol View,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011109
High Point,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011110
Joyland,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011111
Betmar Lavilla,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011112
The Villages At Carver,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011113
Fort Mcpherson,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011114
Venetian Hills,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011115
Venetian Hills,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011115
Pomona Park,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011116
Fort Valley,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011117
Greenbriar,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011118
Greenbriar,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011118
Laurens Valley,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011119
Heritage Valley,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011120
Ben Hill Acres,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011121
Rue Royal,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011122
Ben Hill Pines,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011123
Ben Hill Forest,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011124
Deerwood,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011125
Wildwood Forest,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011126
Fairway Acres,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011127
Greenbriar Village,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011128
Niskey Lake,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011129
Kings Forest,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011130
Whittier Mill Village,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011131
Hills Park,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011132
Bolton Hills,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011133
Carver Hills,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011134
Almond Park,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011135
Browns Mill Park,Atlanta,1840013660,Georgia,GA,30354,Fulton,184001366011136
Browns Mill Park,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011136
Swallow Circle/Baywood,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011137
Polar Rock,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011138
Sylvan Hills,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011139
Sylvan Hills,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011139
Capitol View Manor,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011140
Amal Heights,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011141
West Lake,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011142
Lakewood Heights,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011143
South Atlanta,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011144
Peachtree Heights East,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011145
Mt. Gilead Woods,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011146
Meadowbrook Forest,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011147
Niskey Cove,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011148
Oakcliff,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011149
Just Us,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011150
Bush Mountain,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011151
Briar Glen,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011152
Fairburn,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011153
Ben Hill Terrace,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011154
Brandon,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011155
Poncey-Highland,Atlanta,1840013660,Georgia,GA,30307,Fulton,184001366011156
Poncey-Highland,Atlanta,1840013660,Georgia,GA,30306,Fulton,184001366011156
Inman Park,Atlanta,1840013660,Georgia,GA,30307,Fulton,184001366011157
Candler Park,Atlanta,1840013660,Georgia,GA,30307,DeKalb,184001366011158
Edgewood,Atlanta,1840013660,Georgia,GA,30307,DeKalb,184001366011159
Edgewood,Atlanta,1840013660,Georgia,GA,30317,DeKalb,184001366011159
Edgewood,Atlanta,1840013660,Georgia,GA,30316,DeKalb,184001366011159
Custer/Mcdonough/Guice,Atlanta,1840013660,Georgia,GA,30316,Fulton,184001366011160
Custer/Mcdonough/Guice,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011160
Thomasville Heights,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011161
Norwood Manor,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011162
South River Gardens,Atlanta,1840013660,Georgia,GA,30354,Fulton,184001366011163
Blair Villa/Poole Creek,Atlanta,1840013660,Georgia,GA,30354,Fulton,184001366011164
Rosedale Heights,Atlanta,1840013660,Georgia,GA,30354,Fulton,184001366011165
Lakewood,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011166
Ridgedale Park,Atlanta,1840013660,Georgia,GA,30326,Fulton,184001366011167
Ridgedale Park,Atlanta,1840013660,Georgia,GA,30319,Fulton,184001366011167
Lindbergh/Morosgo,Atlanta,1840013660,Georgia,GA,30324,Fulton,184001366011168
South Tuxedo Park,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011169
Buckhead Village,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011170
Lindridge/Martin Manor,Atlanta,1840013660,Georgia,GA,30324,Fulton,184001366011171
Atkins Park,Atlanta,1840013660,Georgia,GA,30306,Fulton,184001366011172
Piedmont Heights,Atlanta,1840013660,Georgia,GA,30324,Fulton,184001366011173
Whitewater Creek,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011174
West Paces Ferry/Northside,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011175
Pleasant Hill,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011176
Ridgewood Heights,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011177
Fernleaf,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011178
Westminster/Milmar,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011179
Arden/Habersham,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011180
Woodfield,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011181
Springlake,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011182
Springlake,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011182
Channing Valley,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011183
Collier Hills,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011184
Colonial Homes,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011185
Cabbagetown,Atlanta,1840013660,Georgia,GA,30316,Fulton,184001366011186
Cabbagetown,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011186
Reynoldstown,Atlanta,1840013660,Georgia,GA,30307,Fulton,184001366011187
Reynoldstown,Atlanta,1840013660,Georgia,GA,30316,Fulton,184001366011187
Ormewood Park,Atlanta,1840013660,Georgia,GA,30316,Fulton,184001366011188
Woodland Hills,Atlanta,1840013660,Georgia,GA,30316,Fulton,184001366011189
Benteen Park,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011190
Benteen Park,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011190
Boulevard Heights,Atlanta,1840013660,Georgia,GA,30316,Fulton,184001366011191
Boulevard Heights,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011191
Rebel Valley Forest,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011192
Leila Valley,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011193
Cascade Avenue/Road,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011194
Oakland City,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011195
Campbellton Road,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011196
Southwest,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011197
Adams Park,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011198
Mellwood,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011199
Tampa Park,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011200
Brentwood,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011201
Lake Estates,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011202
Butner/Tell,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011203
Elmco Estates,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011204
Sandlewood Estates,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011205
Ashley Courts,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011206
Ben Hill,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011207
Berkeley Park,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011208
Underwood Hills,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011209
Riverside,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011210
Bolton,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011211
Blandtown,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011212
Lincoln Homes,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011213
Scotts Crossing,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011214
West Highlands,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011215
Rockdale,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011216
Monroe Heights,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011217
Brookview Heights,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011218
Center Hill,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011219
Center Hill,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011219
Bankhead Courts,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011220
Wisteria Gardens,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011221
Baker Hills,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011222
Wilson Mill Meadows,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011223
Orchard Knob,Atlanta,1840013660,Georgia,GA,30354,Fulton,184001366011224
Lenox,Atlanta,1840013660,Georgia,GA,30326,Fulton,184001366011225
Peachtree Park,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011226
Peachtree Park,Atlanta,1840013660,Georgia,GA,30326,Fulton,184001366011226
Buckhead Forest,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011227
Peachtree Heights West,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011228
Garden Hills,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011229
Peachtree Hills,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011230
Randall Mill,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011231
Kingswood,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011232
Kingswood,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011232
Tuxedo Park,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011233
Tuxedo Park,Atlanta,1840013660,Georgia,GA,30342,Fulton,184001366011233
Margaret Mitchell,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011234
Westover Plantation,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011235
Cross Creek,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011236
Castlewood,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011237
Argonne Forest,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011238
Wyngate,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011239
Peachtree Battle Alliance,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011240
Memorial Park,Atlanta,1840013660,Georgia,GA,30305,Fulton,184001366011241
Memorial Park,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011241
Wildwood (Npu-C),Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011242
Collier Hills North,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011243
Beecher Hills,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011244
Beecher Hills,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011244
Westwood Terrace,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011245
Harris Chiles,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011246
The Villages At Castleberry Hill,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011247
The Villages At Castleberry Hill,Atlanta,1840013660,Georgia,GA,30313,Fulton,184001366011247
Mozley Park,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011248
Washington Park,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011249
Knight Park/Howell Station,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011250
Vine City,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011251
Pittsburgh,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011252
Pittsburgh,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011252
Peoplestown,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011253
Summerhill,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011254
Summerhill,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011254
Castleberry Hill,Atlanta,1840013660,Georgia,GA,30303,Fulton,184001366011255
Castleberry Hill,Atlanta,1840013660,Georgia,GA,30313,Fulton,184001366011255
Sweet Auburn,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011256
Marietta Street Artery,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011257
Marietta Street Artery,Atlanta,1840013660,Georgia,GA,30313,Fulton,184001366011257
Sherwood Forest,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011258
Loring Heights,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011259
Loring Heights,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011259
Brookwood Hills,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011260
Old Gordon,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011261
Mays,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011262
Harvel Homes Community,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011263
Penelope Neighbors,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011264
Dixie Hills,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011265
Fairburn Heights,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011266
Adamsville,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011267
Fairburn Road/Wisteria Lane,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011268
Ridgecrest Forest,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011269
Wildwood (Npu-H),Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011270
Boulder Park,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011271
Westhaven,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011272
Westhaven,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011272
Harland Terrace,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011273
Peyton Forest,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011274
East Ardley Road,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011275
West Manor,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011276
Audobon Forest West,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011277
Cascade Heights,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011278
Westview,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011279
West End,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011280
Ashview Heights,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011281
Ashview Heights,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011281
Collier Heights,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011282
Ivan Hill,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011283
Chalet Woods,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011284
Florida Heights,Atlanta,1840013660,Georgia,GA,30310,Fulton,184001366011285
Florida Heights,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011285
Green Acres Valley,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011286
Green Forest Acres,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011287
Magnum Manor,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011288
Old Fourth Ward,Atlanta,1840013660,Georgia,GA,30308,Fulton,184001366011289
Old Fourth Ward,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011289
Downtown,Atlanta,1840013660,Georgia,GA,30334,Fulton,184001366011290
Downtown,Atlanta,1840013660,Georgia,GA,30303,Fulton,184001366011290
Downtown,Atlanta,1840013660,Georgia,GA,30308,Fulton,184001366011290
Downtown,Atlanta,1840013660,Georgia,GA,30313,Fulton,184001366011290
Georgia Tech,Atlanta,1840013660,Georgia,GA,30332,Fulton,184001366011291
Georgia Tech,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011291
Georgia Tech,Atlanta,1840013660,Georgia,GA,30313,Fulton,184001366011291
Home Park,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011292
Midtown,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011293
Midtown,Atlanta,1840013660,Georgia,GA,30308,Fulton,184001366011293
Ansley Park,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011294
Brookwood,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011295
Brookwood,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011295
Ardmore,Atlanta,1840013660,Georgia,GA,30309,Fulton,184001366011296
Hanover West,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011297
Fairburn Mays,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011298
Fairburn Tell,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011299
Princeton Lakes,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011300
Princeton Lakes,Atlanta,1840013660,Georgia,GA,30344,Fulton,184001366011300
Wesley Battle,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011301
North Buckhead,Atlanta,1840013660,Georgia,GA,30326,Fulton,184001366011302
North Buckhead,Atlanta,1840013660,Georgia,GA,30342,Fulton,184001366011302
Lake Claire,Atlanta,1840013660,Georgia,GA,30307,DeKalb,184001366011303
Kirkwood,Atlanta,1840013660,Georgia,GA,30317,DeKalb,184001366011304
Mt. Paran/Northside,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011305
East Chastain Park,Atlanta,1840013660,Georgia,GA,30342,Fulton,184001366011306
Pine Hills,Atlanta,1840013660,Georgia,GA,30324,Fulton,184001366011307
Paces,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011308
Atlanta Industrial Park,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011309
Bankhead/Bolton,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011310
Carroll Heights,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011311
Brookhaven,Atlanta,1840013660,Georgia,GA,30319,Fulton,184001366011312
Druid Hills,Atlanta,1840013660,Georgia,GA,30307,DeKalb,184001366011313
Druid Hills,Atlanta,1840013660,Georgia,GA,30306,DeKalb,184001366011313
Chattahoochee,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011314
English Park,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011315
Bakers Ferry,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011316
Oakland,Atlanta,1840013660,Georgia,GA,30312,Fulton,184001366011317
Atlantic Station,Atlanta,1840013660,Georgia,GA,30363,Fulton,184001366011318
Carey Park,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011319
Regency Trace,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011320
Horseshoe Community,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011321
State Facility,Atlanta,1840013660,Georgia,GA,30316,Fulton,184001366011322
South Oakes At Cascade,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011323
Buckhead Heights,Atlanta,1840013660,Georgia,GA,30326,Fulton,184001366011324
Arlington Estates,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011325
Midwest Cascade,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011326
Chastain Park,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011327
Chastain Park,Atlanta,1840013660,Georgia,GA,30342,Fulton,184001366011327
Mt. Paran Parkway,Atlanta,1840013660,Georgia,GA,30327,Fulton,184001366011328
Old Fairburn Village,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011329
Cascade Green,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011330
Perkerson,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011331
Glenrose Heights,Atlanta,1840013660,Georgia,GA,30354,Fulton,184001366011332
Edmund Park,Atlanta,1840013660,Georgia,GA,30306,DeKalb,184001366011333
Huntington,Atlanta,1840013660,Georgia,GA,30331,Fulton,184001366011334
Morningside/Lenox Park,Atlanta,1840013660,Georgia,GA,30306,Fulton,184001366011335
Morningside/Lenox Park,Atlanta,1840013660,Georgia,GA,30324,Fulton,184001366011335
Virginia Highland,Atlanta,1840013660,Georgia,GA,30306,Fulton,184001366011336
East Atlanta,Atlanta,1840013660,Georgia,GA,30316,DeKalb,184001366011337
East Lake,Atlanta,1840013660,Georgia,GA,30317,DeKalb,184001366011338
The Villages At East Lake,Atlanta,1840013660,Georgia,GA,30317,DeKalb,184001366011339
Grove Park,Atlanta,1840013660,Georgia,GA,30318,Fulton,184001366011340
Grove Park,Atlanta,1840013660,Georgia,GA,30314,Fulton,184001366011340
Chosewood Park,Atlanta,1840013660,Georgia,GA,30315,Fulton,184001366011341
Audobon Forest,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011342
Peyton Heights,Atlanta,1840013660,Georgia,GA,30311,Fulton,184001366011343
Armour,Atlanta,1840013660,Georgia,GA,30324,Fulton,184001366011344
Abell,Baltimore,1840001592,Maryland,MD,21218,Baltimore,184000159211100
Allendale,Baltimore,1840001592,Maryland,MD,21229,Baltimore,184000159211101
Arcadia,Baltimore,1840001592,Maryland,MD,21214,Baltimore,184000159211102
Arcadia,Baltimore,1840001592,Maryland,MD,21206,Baltimore,184000159211102
Arlington,Baltimore,1840001592,Maryland,MD,21215,Baltimore,184000159211103
Armistead Gardens,Baltimore,1840001592,Maryland,MD,21205,Baltimore,184000159211104
Ashburton,Baltimore,1840001592,Maryland,MD,21215,Baltimore,184000159211105
Baltimore Highlands,Baltimore,1840001592,Maryland,MD,21224,Baltimore,184000159211106
Patterson Park Neighborhood,Baltimore,1840001592,Maryland,MD,21224,Baltimore,184000159211107
Barclay,Baltimore,1840001592,Maryland,MD,21218,Baltimore,184000159211108
Barre Circle,Baltimore,1840001592,Maryland,MD,21230,Baltimore,184000159211109
Barre Circle,Baltimore,1840001592,Maryland,MD,21201,Baltimore,184000159211109
Beechfield,Baltimore,1840001592,Maryland,MD,21229,Baltimore,184000159211110
Belair-Parkside,Baltimore,1840001592,Maryland,MD,21206,Baltimore,184000159211111
Bellona-Gittings,Baltimore,1840001592,Maryland,MD,21212,Baltimore,184000159211112
Blythewood,Baltimore,1840001592,Maryland,MD,21210,Baltimore,184000159211113
Berea,Baltimore,1840001592,Maryland,MD,21213,Baltimore,184000159211114
Better Waverly,Baltimore,1840001592,Maryland,MD,21218,Baltimore,184000159211115
Beverly Hills,Baltimore,1840001592,Maryland,MD,21214,Baltimore,184000159211116
Biddle Street,Baltimore,1840001592,Maryland,MD,21213,Baltimore,184000159211117
Biddle Street,Baltimore,1840001592,Maryland,MD,21205,Baltimore,184000159211117
Bolton Hill,Baltimore,1840001592,Maryland,MD,21217,Baltimore,184000159211118
Boyd-Booth,Baltimore,1840001592,Maryland,MD,21223,Baltimore,184000159211119
Brewers Hill,Baltimore,1840001592,Maryland,MD,21224,Baltimore,184000159211120
Bridgeview/Greenlawn,Baltimore,1840001592,Maryland,MD,21217,Baltimore,184000159211121
Bridgeview/Greenlawn,Baltimore,1840001592,Maryland,MD,21216,Baltimore,184000159211121
Burleith-Leighton,Baltimore,1840001592,Maryland,MD,21215,Baltimore,184000159211122
Broadway East,Baltimore,1840001592,Maryland,MD,21213,Baltimore,184000159211123
Broening Manor,Baltimore,1840001592,Maryland,MD,21224,Baltimore,184000159211124
Broening Manor,Baltimore,1840001592,Maryland,MD,21222,Baltimore,184000159211124
Butcher'S Hill,Baltimore,1840001592,Maryland,MD,21231,Baltimore,184000159211125
Callaway-Garrison,Baltimore,1840001592,Maryland,MD,21215,Baltimore,184000159211126
Mount Winans,Baltimore,1840001592,Maryland,MD,21230,Baltimore,184000159211127
Brooklyn,Baltimore,1840001592,Maryland,MD,21225,Baltimore,184000159211128
Mt Pleasant Park,Baltimore,1840001592,Maryland,MD,21239,Baltimore,184000159211129
Cameron Village,Baltimore,1840001592,Maryland,MD,21212,Baltimore,184000159211130
Cameron Village,Baltimore,1840001592,Maryland,MD,21239,Baltimore,184000159211130
Canton,Baltimore,1840001592,Maryland,MD,21224,Baltimore,184000159211131
Canton Industrial Area,Baltimore,1840001592,Maryland,MD,21224,Baltimore,184000159211132
Carroll - Camden Industrial Area,Baltimore,1840001592,Maryland,MD,21230,Baltimore,184000159211133
Carroll Park,Baltimore,1840001592,Maryland,MD,21230,Baltimore,184000159211134
Carroll-South Hilton,Baltimore,1840001592,Maryland,MD,21223,Baltimore,184000159211135
Carroll-South Hilton,Baltimore,1840001592,Maryland,MD,21229,Baltimore,184000159211135
Carrollton Ridge,Baltimore,1840001592,Maryland,MD,21223,Baltimore,184000159211136
Cedarcroft,Baltimore,1840001592,Maryland,MD,21212,Baltimore,184000159211137
Cedmont,Baltimore,1840001592,Maryland,MD,21206,Baltimore,184000159211138
Cedonia,Baltimore,1840001592,Maryland,MD,21206,Baltimore,184000159211139
